orig_header,header,count
הוצאות של הרשות לשכר ומשכורת לחינוך - אחוז שינוי ריאלי לעומת,הוצאות של הרשות על שכר ומשכורת לחינוך - אחוז שינוי ריאלי לעומת,2
"הוצאות של הרשות לשכר ומשכורת לרווחה (אלפי ש""ח)","הוצאות של הרשות על שכר ומשכורת לרווחה (אלפי ש""ח)",2
"הוצאות של הרשות לשכר ומשכורת לרווחה (ש""ח לנפש)","הוצאות של הרשות על שכר ומשכורת לרווחה (ש""ח לנפש)",2
הוצאות של הרשות לשכר ומשכורת לרווחה - אחוז שינוי ריאלי לעומת,הוצאות של הרשות על שכר ומשכורת לרווחה - אחוז שינוי ריאלי לעומת,2
"הוצאות של הרשות על חינוך (אלפי ש""ח)","הוצאות של הרשות לחינוך (אלפי ש""ח)",2
"הוצאות של הרשות על חינוך (ש""ח לנפש)","הוצאות של הרשות על חינוך (ש""ח לנפש)",2
הוצאות של הרשות על חינוך - אחוז שינוי ריאלי לעומת,הוצאות של הרשות לחינוך - אחוז שינוי ראלי לעומת,3
"הוצאות של הרשות על פירעון מלוות (אלפי ש""ח)","הוצאות של הרשות לפירעון מלוות (אלפי ש""ח)",2
"הוצאות של הרשות על פירעון מלוות (ש""ח לנפש)","הוצאות של הרשות על פירעון מלוות (ש""ח לנפש)",2
הוצאות של הרשות על פירעון מלוות - אחוז שינוי ריאלי לעומת,הוצאות של הרשות לפירעון מלוות - אחוז שינוי ראלי לעומת,3
"הוצאות של הרשות על רווחה (אלפי ש""ח)","הוצאות של הרשות לרווחה (אלפי ש""ח)",2
"הוצאות של הרשות על רווחה (ש""ח לנפש)","הוצאות של הרשות על רווחה (ש""ח לנפש)",2
הוצאות של הרשות על רווחה - אחוז שינוי ריאלי לעומת,הוצאות של הרשות לרווחה - אחוז שינוי ראלי לעומת,3
"הוצאות של הרשות על רכישת מים (אלפי ש""ח)","הוצאות של הרשות לרכישת מים (אלפי ש""ח)",2
"הוצאות של הרשות על רכישת מים (ש""ח לנפש)","הוצאות של הרשות על רכישת מים (ש""ח לנפש)",2
הוצאות של הרשות על רכישת מים - אחוז שינוי ריאלי לעומת,הוצאות של הרשות לרכישת מים - אחוז שינוי ראלי לעומת,3
"הוצאות של הרשות על שכר ומשכורת לחינוך (אלפי ש""ח)","הוצאות של הרשות על שכר ומשכורת לחינוך (אלפי ש""ח)",2
"הוצאות של הרשות על שכר ומשכורת לחינוך (ש""ח לנפש)","הוצאות של הרשות על שכר ומשכורת לחינוך (ש""ח לנפש)",2
הוצאות של הרשות על שכר ומשכורת לחינוך - אחוז שינוי ריאלי לעומת,הוצאות של הרשות על שכר ומשכורת לחינוך - אחוז שינוי ריאלי לעומת,2
"הוצאות של הרשות על שכר ומשכורת לרווחה (אלפי ש""ח)","הוצאות של הרשות על שכר ומשכורת לרווחה (אלפי ש""ח)",2
"הוצאות של הרשות על שכר ומשכורת לרווחה (ש""ח לנפש)","הוצאות של הרשות על שכר ומשכורת לרווחה (ש""ח לנפש)",2
הוצאות של הרשות על שכר ומשכורת לרווחה - אחוז שינוי ריאלי לעומת,הוצאות של הרשות על שכר ומשכורת לרווחה - אחוז שינוי ריאלי לעומת,2
"הכנסה חודשית ממוצעת של עצמאי במשך השנה (ש""ח)","הכנסה חודשית ממוצעת של עצמאי במשך השנה (ש""ח)",1
"הכנסה ממוצעת לחודש של העצמאים ב- (ש""ח)","הכנסה ממוצעת לחודש של העצמאים ב- (ש""ח)",1
"הכנסות עצמיות של הרשות (אלפי ש""ח)","הכנסות עצמיות של הרשות (אלפי ש""ח)",1
"הכנסות עצמיות של הרשות מחינוך (אלפי ש""ח)","הכנסות עצמיות של הרשות מחינוך (אלפי ש""ח)",1
"הכנסות עצמיות של הרשות מחינוך (ש""ח לנפש)","הכנסות עצמיות של הרשות מחינוך (ש""ח לנפש)",1
הכנסות עצמיות של הרשות מחינוך - אחוז שינוי ראלי לעומת,הכנסות עצמיות של הרשות מחינוך - אחוז שינוי ראלי לעומת,2
הכנסות עצמיות של הרשות מחינוך - אחוז שינוי ריאלי לעומת,הכנסות עצמיות של הרשות מחינוך - אחוז שינוי ראלי לעומת,2
"הכנסות עצמיות של הרשות מרווחה (אלפי ש""ח)","הכנסות עצמיות של הרשות מרווחה (אלפי ש""ח)",1
"הכנסות עצמיות של הרשות מרווחה (ש""ח לנפש)","הכנסות עצמיות של הרשות מרווחה (ש""ח לנפש)",1
הכנסות עצמיות של הרשות מרווחה - אחוז שינוי ראלי לעומת,הכנסות עצמיות של הרשות מרווחה - אחוז שינוי ראלי לעומת,2
הכנסות עצמיות של הרשות מרווחה - אחוז שינוי ריאלי לעומת,הכנסות עצמיות של הרשות מרווחה - אחוז שינוי ראלי לעומת,2
"הכנסות של הרשות בתקציב בלתי רגיל - השתתפות בעלים (אלפי ש""ח)","הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים (אלפי ש""ח)",3
"הכנסות של הרשות בתקציב בלתי רגיל - השתתפות משרדי ממשלה (אלפי ש""ח)","הכנסות של הרשות מתקציב בלתי רגיל - השתתפות משרדי ממשלה (אלפי ש""ח)",2
הכנסות של הרשות בתקציב בלתי רגיל - מלוות (אחוז שינוי ראלי לעומת ),הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אחוז שינוי ראלי לעומת ),3
"הכנסות של הרשות בתקציב בלתי רגיל - מלוות (אלפי ש""ח)","הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אלפי ש""ח)",2
הכנסות של הרשות בתקציב הבלתי רגיל - מלוות (אחוז שינוי ריאלי לעומת ),הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אחוז שינוי ראלי לעומת ),3
"הכנסות של הרשות מארנונה (אלפי ש""ח)","הכנסות של הרשות מארנונה (אלפי ש""ח)",1
"הכנסות של הרשות מארנונה (גבייה) (אלפי ש""ח)","הכנסות של הרשות מארנונה (גבייה) (אלפי ש""ח)",1
"הכנסות של הרשות מארנונה (גבייה) (ש""ח לנפש)","הכנסות של הרשות מארנונה (גבייה) (ש""ח לנפש)",1
הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ראלי לעומת,הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ראלי לעומת,2
הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ריאלי לעומת 200,הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ריאלי לעומת 200,1
הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ריאלי לעומת,הכנסות של הרשות מארנונה (גבייה) - אחוז שינוי ראלי לעומת,2
"הכנסות של הרשות מארנונה (ש""ח לנפש)","הכנסות של הרשות מארנונה (ש""ח לנפש)",1
הכנסות של הרשות מארנונה - אחוז שינוי ריאלי לעומת,הכנסות של הרשות מארנונה - אחוז שינוי ריאלי לעומת,1
"הכנסות של הרשות מארנונה לא למגורים (גבייה) (אלפי ש""ח)","הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)",3
"הכנסות של הרשות מארנונה למגורים (אלפי ש""ח)*","הכנסות של הרשות מארנונה למגורים (אלפי ש""ח)*",3
"הכנסות של הרשות מארנונה למגורים (אלפי ש""ח)1","הכנסות של הרשות מארנונה למגורים (אלפי ש""ח)*",3
"הכנסות של הרשות מארנונה למגורים (אלפי ש""ח)","הכנסות של הרשות מארנונה למגורים (אלפי ש""ח)*",3
"הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)1","הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)",3
"הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)","הכנסות של הרשות מארנונה למגורים (גבייה) (אלפי ש""ח)",3
הכנסות של הרשות מארנונה למגורים (גבייה) - אחוז שינוי ראלי לעומת,הכנסות של הרשות מארנונה למגורים (גבייה) - אחוז שינוי ראלי לעומת,2
הכנסות של הרשות מארנונה למגורים (גבייה)- אחוז שינוי ראלי לעומת,הכנסות של הרשות מארנונה למגורים (גבייה) - אחוז שינוי ראלי לעומת,2
הכנסות של הרשות מארנונה למגורים - אחוז שינוי ראלי לעומת,הכנסות של הרשות מארנונה למגורים - אחוז שינוי ראלי לעומת,1
הכנסות של הרשות מארנונה למגורים -יחס גבייה ב-% לכלל החיובים,הכנסות של הרשות מארנונה למגורים -יחס גבייה ב-% לכלל החיובים,1
"הכנסות של הרשות מחינוך (אלפי ש""ח)","הכנסות של הרשות מחינוך (אלפי ש""ח)",1
"הכנסות של הרשות מחינוך (ש""ח לנפש)","הכנסות של הרשות מחינוך (ש""ח לנפש)",1
הכנסות של הרשות מחינוך - אחוז שינוי ראלי לעומת,הכנסות של הרשות מחינוך - אחוז שינוי ראלי לעומת,2
הכנסות של הרשות מחינוך - אחוז שינוי ריאלי לעומת,הכנסות של הרשות מחינוך - אחוז שינוי ראלי לעומת,2
"הכנסות של הרשות ממפעל המים (אלפי ש""ח)","הכנסות של הרשות ממפעל המים (אלפי ש""ח)",1
"הכנסות של הרשות ממפעל המים (ש""ח לנפש)","הכנסות של הרשות ממפעל המים (ש""ח לנפש)",1
הכנסות של הרשות ממפעל המים - אחוז שינוי ראלי לעומת,הכנסות של הרשות ממפעל המים - אחוז שינוי ראלי לעומת,2
הכנסות של הרשות ממפעל המים - אחוז שינוי ריאלי לעומת,הכנסות של הרשות ממפעל המים - אחוז שינוי ראלי לעומת,2
"הכנסות של הרשות ממשרד החינוך (אלפי ש""ח)","הכנסות של הרשות ממשרד החינוך (אלפי ש""ח)",1
"הכנסות של הרשות ממשרד הרווחה (אלפי ש""ח)","הכנסות של הרשות ממשרד הרווחה (אלפי ש""ח)",1
"הכנסות של הרשות מרווחה (אלפי ש""ח)","הכנסות של הרשות מרווחה (אלפי ש""ח)",1
"הכנסות של הרשות מרווחה (ש""ח לנפש)","הכנסות של הרשות מרווחה (ש""ח לנפש)",1
הכנסות של הרשות מרווחה - אחוז שינוי ראלי לעומת,הכנסות של הרשות מרווחה - אחוז שינוי ראלי לעומת,2
הכנסות של הרשות מרווחה - אחוז שינוי ריאלי לעומת,הכנסות של הרשות מרווחה - אחוז שינוי ראלי לעומת,2
"הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלי נכסים (אלפי ש""ח)","הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים (אלפי ש""ח)",3
הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלי נכסים - אחוז שינוי ראלי לעומת,הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים - אחוז שינוי ראלי לעומת,2
"הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים (אלפי ש""ח)","הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים (אלפי ש""ח)",3
"הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים (ש""ח לנפש)","הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים (ש""ח לנפש)",1
הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים - אחוז שינוי ראלי לעומת,הכנסות של הרשות מתקציב בלתי רגיל - השתתפות בעלים - אחוז שינוי ראלי לעומת,2
הכנסות של הרשות מתקציב בלתי רגיל - השתתפות משרדי הממשלה - אחוז שינוי ראלי לעומת,הכנסות של הרשות מתקציב בלתי רגיל - השתתפות משרדי הממשלה - אחוז שינוי ראלי לעומת,1
"הכנסות של הרשות מתקציב בלתי רגיל - השתתפות משרדי ממשלה (אלפי ש""ח)","הכנסות של הרשות מתקציב בלתי רגיל - השתתפות משרדי ממשלה (אלפי ש""ח)",2
"הכנסות של הרשות מתקציב בלתי רגיל - השתתפות משרדי ממשלה (ש""ח לנפש)","הכנסות של הרשות מתקציב בלתי רגיל - השתתפות משרדי ממשלה (ש""ח לנפש)",1
הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אחוז שינוי ראלי לעומת ),הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אחוז שינוי ראלי לעומת ),3
"הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אלפי ש""ח)","הכנסות של הרשות מתקציב בלתי רגיל - מלוות (אלפי ש""ח)",2
"הכנסות של הרשות מתקציב בלתי רגיל - מלוות (ש""ח לנפש)","הכנסות של הרשות מתקציב בלתי רגיל: מלוות (ש""ח לנפש)",2
"הכנסות של הרשות מתקציב בלתי רגיל: מלוות (ש""ח לנפש)","הכנסות של הרשות מתקציב בלתי רגיל: מלוות (ש""ח לנפש)",2
"העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר) של הרשות (אלפי ש""ח)","העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר) של הרשות (אלפי ש""ח)",2
העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר) של הרשות - אחוז שינוי ראלי לעומת,העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר) של הרשות - אחוז שינוי ראלי לעומת,2
"העברות והוצאות חד-פעמיות (כולל כיסוי גירעון) של הרשות (אלפי ש""ח)","העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר) של הרשות (אלפי ש""ח)",2
"העברות והוצאות חד-פעמיות (כולל כיסוי גירעון) של הרשות (ש""ח לנפש)","העברות והוצאות חד-פעמיות (כולל כיסוי גירעון) של הרשות (ש""ח לנפש)",1
העברות והוצאות חד-פעמיות (כולל כיסוי גירעון) של הרשות - אחוז שינוי ריאלי לעומת,העברות והוצאות חד-פעמיות (כולל כיסוי גירעון מצטבר) של הרשות - אחוז שינוי ראלי לעומת,2
"העברות והכנסות חד-פעמיות לכיסוי גירעון (אלפי ש""ח)","העברות והכנסות חד-פעמיות לכיסוי גירעון (אלפי ש""ח)",1
"העברות והכנסות חד-פעמיות לכיסוי גירעון (ש""ח לנפש)","העברות והכנסות חד-פעמיות לכיסוי גירעון (ש""ח לנפש)",1
העברות והכנסות חד-פעמיות לכיסוי גירעון - אחוז שינוי ריאלי לעומת 1,העברות והכנסות חד-פעמיות לכיסוי גירעון - אחוז שינוי ריאלי לעומת,2
העברות והכנסות חד-פעמיות לכיסוי גירעון - אחוז שינוי ריאלי לעומת,העברות והכנסות חד-פעמיות לכיסוי גירעון - אחוז שינוי ריאלי לעומת,2
"העברות והכנסות חד-פעמיות לכיסוי גירעון מצטבר (אלפי ש""ח)","העברות והכנסות חד-פעמיות לכיסוי גירעון מצטבר (אלפי ש""ח)",2
העברות והכנסות חד-פעמיות לכיסוי גירעון מצטבר - אחוז שינוי ראלי לעומת,העברות והכנסות חד-פעמיות לכיסוי גירעון מצטבר - אחוז שינוי ראלי לעומת,2
"העברות והכנסות חד-פעמיות לכיסוי גירעון מצטבר(אלפי ש""ח)","העברות והכנסות חד-פעמיות לכיסוי גירעון מצטבר (אלפי ש""ח)",2
העברות והכנסות חד-פעמיות לכיסוי גירעון מצטבר- אחוז שינוי ראלי לעומת,העברות והכנסות חד-פעמיות לכיסוי גירעון מצטבר - אחוז שינוי ראלי לעומת,2
הרוגים,הרוגים,1
השתקעות ראשונה של עולים,השתקעות ראשונה של עולים,1
השתתפות בעלים בתקציב בלתי רגיל - אחוז שינוי ראלי לעומת,השתתפות בעלים בתקציב בלתי רגיל - אחוז שינוי ריאלי לעומת,2
השתתפות בעלים בתקציב בלתי רגיל - אחוז שינוי ריאלי לעומת,השתתפות בעלים בתקציב בלתי רגיל - אחוז שינוי ריאלי לעומת,2
השתתפות משרדי הממשלה בהכנסות התקציב הבלתי רגיל - אחוז שינוי ראלי לעומת,השתתפות משרדי הממשלה בהכנסות התקציב הבלתי רגיל - אחוז שינוי ריאלי לעומת,2
השתתפות משרדי הממשלה בהכנסות התקציב הבלתי רגיל - אחוז שינוי ריאלי לעומת,השתתפות משרדי הממשלה בהכנסות התקציב הבלתי רגיל - אחוז שינוי ריאלי לעומת,2
"התחלה של הנחת צינורות ביוב (ק""מ)","התחלה של הנחת צינורות ביוב (ק""מ)",1
"התחלה של הנחת צינורות מים (ק""מ)","התחלה של הנחת צינורות מים (ק""מ)",1
"התחלה של הנחת צינורות תיעול (ק""מ)","התחלה של הנחת צינורות תיעול (ק""מ)",1
"התחלה של הרחבה ושיקום של כבישים חדשים - אורך (ק""מ)","התחלה של הרחבה ושיקום של כבישים חדשים - אורך (ק""מ)",1
"התחלה של הרחבה ושיקום של כבישים חדשים - שטח (אלפי מ""ר)","התחלה של הרחבה ושיקום של כבישים חדשים - שטח (אלפי מ""ר)",1
"התחלה של סלילת כבישים חדשים - אורך (ק""מ)","התחלה של סלילת כבישים חדשים - אורך (ק""מ)",1
"התחלה של סלילת כבישים חדשים - שטח (אלפי מ""ר)","התחלה של סלילת כבישים חדשים - שטח (אלפי מ""ר)",1
"התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)",1
"התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)",1
התחלת בנייה: מספר דירות,התחלת בנייה: מספר דירות,1
"התחלת בנייה: שטח (אלפי מ""ר) - סה""כ","התחלת בנייה: שטח (אלפי מ""ר) - סה""כ",1
"התחלת בנייה: שטח למגורים (אלפי מ""ר)","התחלת בנייה: שטח למגורים (אלפי מ""ר)",1
זקיפה,זקיפה,1
חומרת תאונה: קטלנית,חומרת תאונה: קטלנית,1
חומרת תאונה: קלה,חומרת תאונה: קלה,1
חומרת תאונה: קשה,חומרת תאונה: קשה,1
חטיבות ביניים ( - /),חטיבות ביניים ( - /),1
חטיבות ביניים ( /),חטיבות ביניים ( /),1
חטיבות ביניים /09,חטיבות ביניים /09,1
חטיבות ביניים /11,חטיבות ביניים /11,1
חטיבות ביניים /12,חטיבות ביניים /12,1
חטיבות ביניים /13,חטיבות ביניים /13,1
חטיבות ביניים /14,חטיבות ביניים /14,1
חטיבות ביניים /15,חטיבות ביניים /15,1
חטיבות ביניים /,חטיבות ביניים /,1
"חטיבות ביניים תש""ע /10","חטיבות ביניים תש""ע /10",1
חטיבות ביניים,חטיבות ביניים,1
"חיוב ארנונה לאדמה חקלאית (באלפי ש""ח)","חיוב ארנונה לאדמה חקלאית (באלפי ש""ח)",1
"חיוב ארנונה לאדמה חקלאית (שטח באלפי מ""ר)","חיוב ארנונה לאדמה חקלאית (שטח באלפי מ""ר)",1
"חיוב ארנונה לבנקים (באלפי ש""ח)","חיוב ארנונה לבנקים (באלפי ש""ח)",1
"חיוב ארנונה לבנקים (שטח באלפי מ""ר)","חיוב ארנונה לבנקים (שטח באלפי מ""ר)",1
"חיוב ארנונה לבנקים (שטח במ""ר)","חיוב ארנונה לבנקים (שטח במ""ר)",1
"חיוב ארנונה לבנקים וחברות ביטוח (באלפי ש""ח)","חיוב ארנונה לבנקים וחברות ביטוח (באלפי ש""ח)",1
"חיוב ארנונה לבנקים וחברות ביטוח (שטח באלפי מ""ר)","חיוב ארנונה לבנקים וחברות ביטוח (שטח באלפי מ""ר)",1
"חיוב ארנונה לבתי מלון (באלפי ש""ח)","חיוב ארנונה לבתי מלון (באלפי ש""ח)",1
"חיוב ארנונה לבתי מלון (שטח באלפי מ""ר)","חיוב ארנונה לבתי מלון (שטח באלפי מ""ר)",1
"חיוב ארנונה לבתי מלון (שטח במ""ר)","חיוב ארנונה לבתי מלון (שטח במ""ר)",1
"חיוב ארנונה לחניונים (באלפי ש""ח)","חיוב ארנונה לחניונים (באלפי ש""ח)",1
"חיוב ארנונה לחניונים (שטח באלפי מ""ר)","חיוב ארנונה לחניונים (שטח באלפי מ""ר)",1
"חיוב ארנונה ליתר סוגי נכס (באלפי ש""ח)","חיוב ארנונה ליתר סוגי נכס (באלפי ש""ח)",1
"חיוב ארנונה ליתר סוגי נכס (שטח באלפי מ""ר)","חיוב ארנונה ליתר סוגי נכס (שטח באלפי מ""ר)",1
"חיוב ארנונה ליתר סוגי נכס (שטח במ""ר)","חיוב ארנונה ליתר סוגי נכס (שטח במ""ר)",1
"חיוב ארנונה למבנה חקלאי (באלפי ש""ח)","חיוב ארנונה למבנה חקלאי (באלפי ש""ח)",1
"חיוב ארנונה למבנה חקלאי (שטח באלפי מ""ר)","חיוב ארנונה למבנה חקלאי (שטח באלפי מ""ר)",1
"חיוב ארנונה למגורים (באלפי ש""ח)","חיוב ארנונה למגורים (באלפי ש""ח)",1
"חיוב ארנונה למגורים (שטח באלפי מ""ר)","חיוב ארנונה למגורים (שטח באלפי מ""ר)",1
"חיוב ארנונה למגורים (שטח במ""ר)","חיוב ארנונה למגורים (שטח במ""ר)",1
"חיוב ארנונה למוסדות ולמבנים (באלפי ש""ח)","חיוב ארנונה למוסדות ולמבנים (באלפי ש""ח)",1
"חיוב ארנונה למוסדות ולמבנים (שטח באלפי מ""ר)","חיוב ארנונה למוסדות ולמבנים (שטח באלפי מ""ר)",1
"חיוב ארנונה למשרדים, שירותים ומסחר (באלפי ש""ח)","חיוב ארנונה למשרדים, שירותים ומסחר (באלפי ש""ח)",1
"חיוב ארנונה למשרדים, שירותים ומסחר (שטח באלפי מ""ר)","חיוב ארנונה למשרדים, שירותים ומסחר (שטח באלפי מ""ר)",1
"חיוב ארנונה לעסקים (באלפי ש""ח)","חיוב ארנונה לעסקים (באלפי ש""ח)",1
"חיוב ארנונה לעסקים (שטח באלפי מ""ר)","חיוב ארנונה לעסקים (שטח באלפי מ""ר)",1
"חיוב ארנונה לעסקים (שטח במ""ר)","חיוב ארנונה לעסקים (שטח במ""ר)",1
"חיוב ארנונה לקרקע חקלאית (באלפי ש""ח)","חיוב ארנונה לקרקע חקלאית (באלפי ש""ח)",1
"חיוב ארנונה לקרקע חקלאית (שטח באלפי מ""ר)","חיוב ארנונה לקרקע חקלאית (שטח באלפי מ""ר)",1
"חיוב ארנונה לקרקע תפוסה (באלפי ש""ח)","חיוב ארנונה לקרקע תפוסה (באלפי ש""ח)",1
"חיוב ארנונה לקרקע תפוסה (שטח באלפי מ""ר)","חיוב ארנונה לקרקע תפוסה (שטח באלפי מ""ר)",1
"חיוב ארנונה לקרקע תפוסה במפעל עתיר שטח (באלפי ש""ח)","חיוב ארנונה לקרקע תפוסה במפעל עתיר שטח (באלפי ש""ח)",1
"חיוב ארנונה לקרקע תפוסה במפעל עתיר שטח (שטח באלפי מ""ר)","חיוב ארנונה לקרקע תפוסה במפעל עתיר שטח (שטח באלפי מ""ר)",1
"חיוב ארנונה לתעשייה ולמלאכה (באלפי ש""ח)","חיוב ארנונה לתעשייה ולמלאכה (באלפי ש""ח)",2
"חיוב ארנונה לתעשייה ולמלאכה (שטח באלפי מ""ר)","חיוב ארנונה לתעשייה ולמלאכה (שטח באלפי מ""ר)",2
"חיוב ארנונה לתעשייה ומלאכה (באלפי ש""ח)","חיוב ארנונה לתעשייה ולמלאכה (באלפי ש""ח)",2
"חיוב ארנונה לתעשייה ומלאכה (שטח באלפי מ""ר)","חיוב ארנונה לתעשייה ולמלאכה (שטח באלפי מ""ר)",2
"חיוב ארנונה לתעשייה ומלאכה (שטח במ""ר)","חיוב ארנונה לתעשייה ומלאכה (שטח במ""ר)",1
"חיוב ארנונה סך הכל (באלפי ש""ח)","חיוב ארנונה סך הכל (באלפי ש""ח)",1
"חיוב ארנונה סך הכל (שטח באלפי מ""ר)","חיוב ארנונה סך הכל (שטח באלפי מ""ר)",1
"חיוב ארנונה סך הכל (שטח במ""ר)","חיוב ארנונה סך הכל (שטח במ""ר)",1
חינוך והשכלה - אחוז משטח השיפוט,חינוך והשכלה - אחוז משטח השיפוט,2
"חינוך והשכלה - שטח בקמ""ר","חינוך והשכלה - שטח בקמ""ר",1
חינוך והשכלה -אחוז משטח השיפוט,חינוך והשכלה - אחוז משטח השיפוט,2
"חינוך והשכלה-שטח בקמ""ר -","חינוך והשכלה-שטח בקמ""ר -",1
חירום והצלה -אחוז משטח השיפוט,חירום והצלה -אחוז משטח השיפוט,1
"חירום והצלה-שטח בקמ""ר -","חירום והצלה-שטח בקמ""ר -",1
חניונים ותחנות מרכזיות -אחוז משטח השיפוט,חניונים ותחנות מרכזיות -אחוז משטח השיפוט,1
"חניונים ותחנות מרכזיות-שטח בקמ""ר -","חניונים ותחנות מרכזיות-שטח בקמ""ר -",1
חפור מופר אחר -אחוז משטח השיפוט,חפור מופר אחר -אחוז משטח השיפוט,1
"חפור מופר אחר-שטח בקמ""ר -","חפור מופר אחר-שטח בקמ""ר -",1
חפירה ארכאולוגית -אחוז משטח השיפוט,חפירה ארכאולוגית -אחוז משטח השיפוט,1
"חפירה ארכאולוגית-שטח בקמ""ר -","חפירה ארכאולוגית-שטח בקמ""ר -",1
חשמל ותקשורת -אחוז משטח השיפוט,חשמל ותקשורת -אחוז משטח השיפוט,1
"חשמל ותקשורת-שטח בקמ""ר -","חשמל ותקשורת-שטח בקמ""ר -",1
טווח גובה במטרים,טווח גובה במטרים,1
טמפ' ממוצעות באוגוסט (מעלות צלסיוס) -,טמפ' ממוצעות באוגוסט (מעלות צלסיוס) -,1
טמפ' ממוצעות בינואר (מעלות צלסיוס) -,טמפ' ממוצעות בינואר (מעלות צלסיוס) -,1
יהודים (אחוז),יהודים (אחוז),1
יהודים (אחוזים),יהודים (אחוזים),1
יהודים ואחרים (אחוז),יהודים ואחרים (אחוז),1
יהודים ואחרים (אחוזים),יהודים ואחרים (אחוזים),1
יוצאים ליישובים אחרים - בגילאים 29-15,יוצאים ליישובים אחרים - גיל 29-15,2
יוצאים ליישובים אחרים - בגילאים 64-30,יוצאים ליישובים אחרים - גיל 64-30,2
יוצאים ליישובים אחרים - גברים,יוצאים ליישובים אחרים - גברים,1
יוצאים ליישובים אחרים - גיל 15-29,יוצאים ליישובים אחרים - גיל 15-29,1
יוצאים ליישובים אחרים - גיל 29-15,יוצאים ליישובים אחרים - גיל 29-15,2
יוצאים ליישובים אחרים - גיל 30-64,יוצאים ליישובים אחרים - גיל 30-64,1
יוצאים ליישובים אחרים - גיל 64-30,יוצאים ליישובים אחרים - גיל 64-30,2
יוצאים ליישובים אחרים - גיל 65 ומעלה,יוצאים ליישובים אחרים - גיל 65 ומעלה,1
יוצאים ליישובים אחרים - נשים,יוצאים ליישובים אחרים - נשים,1
"יוצאים ליישובים אחרים - סה""כ","יוצאים ליישובים אחרים - סה""כ",1
יוצאים ליישובים אחרים - עד גיל 14,יוצאים ליישובים אחרים - עד גיל 14,1
יחס תלות (אחוזים),יחס תלות (אחוזים),1
יחס תלות (לאלף תושבים בלתי תלויים),יחס תלות (לאלף תושבים בלתי תלויים),1
"יישובים כפריים אחרים, יהודיים","יישובים כפריים אחרים, יהודיים",1
"יישובים כפריים אחרים, לא-יהודיים","יישובים כפריים אחרים, לא-יהודיים",1
"יישובים מוסדיים, יהודיים","יישובים מוסדיים, יהודיים",1
"יישובים מוסדיים, לא-יהודיים","יישובים מוסדיים, לא-יהודיים",1
"יישובים עירוניים, יהודיים 4,999-2,000 תושבים","יישובים עירוניים, יהודיים 4,999-2,000 תושבים",3
"יישובים עירוניים, יהודיים 9,000-5,000 תושבים","יישובים עירוניים, יהודיים 9,000-5,000 תושבים",1
"יישובים עירוניים, יהודיים","יישובים עירוניים, יהודיים",1
"יישובים עירוניים, לא-יהודיים 2,000-4,999 תושבים","יישובים עירוניים, לא-יהודיים 2,000-4,999 תושבים",1
"יישובים עירוניים, לא-יהודיים 4,999-2,000 תושבים","יישובים עירוניים, יהודיים 4,999-2,000 תושבים",3
"יישובים עירוניים, לא-יהודיים","יישובים עירוניים, לא-יהודיים",1
"יישובים עירוניים, מושבים 4,999-2,000 תושבים","יישובים עירוניים, מושבים 4,999-2,000 תושבים",1
