header,orig_header,count
"אפיון טופוגרפי - שיפוע ממוצע, במעלות - ציון תקן","אפיון טופוגרפי - (ב) שיפוע ממוצע, במעלות - ציון תקן",1
אפיון טופוגרפי - מדד טופוגרפיה - אשכול,אפיון טופוגרפי - מדד טופוגרפיה: ממוצע ציוני תקן של (א) ו-(ב) - אשכול3,3
אפיון טופוגרפי - מדד טופוגרפיה - אשכול,אפיון טופוגרפי - מדד טופוגרפיה: ממוצע ציוני תקן של (א) ו-(ב) - אשכול4,3
אפיון טופוגרפי - מדד טופוגרפיה - אשכול,אפיון טופוגרפי - מדד טופוגרפיה: ממוצע ציוני תקן של (א) ו-(ב) - אשכול,3
אפיון טופוגרפי - מדד טופוגרפיה - דירוג,אפיון טופוגרפי - מדד טופוגרפיה: ממוצע ציוני תקן של (א) ו-(ב) - דירוג2,3
אפיון טופוגרפי - מדד טופוגרפיה - דירוג,אפיון טופוגרפי - מדד טופוגרפיה: ממוצע ציוני תקן של (א) ו-(ב) - דירוג3,3
אפיון טופוגרפי - מדד טופוגרפיה - דירוג,אפיון טופוגרפי - מדד טופוגרפיה: ממוצע ציוני תקן של (א) ו-(ב) - דירוג,3
אפיון טופוגרפי - מדד טופוגרפיה - ערך,אפיון טופוגרפי - מדד טופוגרפיה: ממוצע ציוני תקן של (א) ו-(ב) - ערך,1
ארנונה למגורים - גבייה השנה (קרן + ריבית),ארנונה למגורים - גבייה השנה (קרן + ריבית),1
ארנונה למגורים - גביית פיגורים (קרן + ריבית),ארנונה למגורים - גביית פיגורים (קרן + ריבית),1
"ארנונה למגורים - סה""כ פטורים, שחרורים והנחות","ארנונה למגורים - סה""כ פטורים, שחרורים והנחות",1
"ארנונה למגורים/סה""כ פטורים, שחרורים והנחות",ארנונה למגורים/גבייה השנה (קרן + ריבית),3
"ארנונה למגורים/סה""כ פטורים, שחרורים והנחות",ארנונה למגורים/גביית פיגורים (קרן + ריבית),3
"ארנונה למגורים/סה""כ פטורים, שחרורים והנחות","ארנונה למגורים/סה""כ פטורים, שחרורים והנחות",3
אשכול חברתי-כלכלי (מתוך 10),"אשכול חברתי-כלכלי (1 נמוך, 10 גבוה)",4
אשכול חברתי-כלכלי (מתוך 10),אשכול חברתי-כלכלי (10 הגבוה ביותר),4
אשכול חברתי-כלכלי (מתוך 10),אשכול חברתי-כלכלי (מתוך 10),4
אשכול חברתי-כלכלי (מתוך 5),אשכול חברתי-כלכלי (מתוך 5),1
אשכול חברתי-כלכלי (מתוך 10),אשכול חברתי-כלכלי - מותאם (משולב) (מתוך 10),4
אשכול פריפריאליות,אשכול פריפריאליות,1
בחירות מוניציפליות לראש ראשות - סבב א 30/10/18/אחוזי הצבעה,בחירות לכנסת ה-21 9/4/19/אחוזי הצבעה,6
בחירות לכנסת ה-21 9/4/19/אחוזי הצבעה,בחירות לכנסת ה-21 9/4/19,1
בחירות מוניציפליות לראש ראשות - סבב א 30/10/18/אחוזי הצבעה,בחירות לכנסת ה-22 17/9/19/אחוזי הצבעה,6
בחירות לכנסת ה-22 17/9/19/אחוזי הצבעה,בחירות לכנסת ה-22 17/9/19,1
בחירות מוניציפליות לראש ראשות - סבב א 30/10/18/אחוזי הצבעה,בחירות לכנסת ה-23 02/03/20/אחוזי הצבעה,6
בחירות מוניציפליות לראש ראשות - סבב א 30/10/18/אחוזי הצבעה,בחירות לכנסת ה-24 23/03/21/אחוזי הצבעה,6
בחירות מוניציפליות לראש ראשות - סבב א 30/10/18/אחוזי הצבעה,בחירות מוניציפליות לראש ראשות - סבב א 30/10/18/אחוזי הצבעה,6
בחירות מוניציפליות לראש ראשות - סבב א 30/10/18/אחוזי הצבעה,בחירות מוניציפליות לראש ראשות - סבב ב 13/11/18/אחוזי הצבעה,6
בחירות מוניציפליות לראש ראשות - סבב ב 13/11/18/אחוזי הצבעה,בחירות מוניציפליות לראש ראשות - סבב ב 13/11/18,1
בני 20 ומעלה (אומדן באלפים),בני 20 ומעלה (אומדן באלפים),1
בני 20 ומעלה שקיבלו שירות מהרשות בשנה האחרונה (אומדן באלפים),בני 20 ומעלה שקיבלו שירות מהרשות בשנה האחרונה (אומדן באלפים),1
בריאות ורווחה - אחוז משטח השיפוט,בריאות ורווחה - אחוז משטח השיפוט,2
"בריאות ורווחה - שטח בקמ""ר","בריאות ורווחה - שטח בקמ""ר",2
בריאות ורווחה - אחוז משטח השיפוט,בריאות ורווחה -אחוז משטח השיפוט,2
"בריאות ורווחה - שטח בקמ""ר","בריאות ורווחה-שטח בקמ""ר -",2
מגורים/אחוז מסך כל שטח שיפוט,בריאות ורווחה/אחוז מסך כל שטח שיפוט,15
"בתי ספר - סה""כ","בתי ספר - סה""כ ( - /)",11
"בתי ספר - סה""כ","בתי ספר - סה""כ ( /)",11
"בתי ספר - סה""כ","בתי ספר - סה""כ (תש""ס - /)",11
"בתי ספר - סה""כ","בתי ספר - סה""כ /09",11
"בתי ספר - סה""כ","בתי ספר - סה""כ /11",11
"בתי ספר - סה""כ","בתי ספר - סה""כ /12",11
"בתי ספר - סה""כ","בתי ספר - סה""כ /13",11
"בתי ספר - סה""כ","בתי ספר - סה""כ /14",11
"בתי ספר - סה""כ","בתי ספר - סה""כ /15",11
"בתי ספר - סה""כ","בתי ספר - סה""כ תש""ע /10",11
"בתי ספר - סה""כ","בתי ספר - סה""כ",11
בתי ספר בחטיבות ביניים,בתי ספר בחטיבות ביניים,1
בתי ספר יסודיים (כולל חינוך מיוחד),בתי ספר יסודיים (כולל חינוך מיוחד) ( - /),17
בתי ספר יסודיים (כולל חינוך מיוחד),בתי ספר יסודיים (כולל חינוך מיוחד) ( /),17
בתי ספר יסודיים (כולל חינוך מיוחד),בתי ספר יסודיים (כולל חינוך מיוחד) /09,17
בתי ספר יסודיים (כולל חינוך מיוחד),בתי ספר יסודיים (כולל חינוך מיוחד) /11,17
בתי ספר יסודיים (כולל חינוך מיוחד),בתי ספר יסודיים (כולל חינוך מיוחד) /12,17
בתי ספר יסודיים (כולל חינוך מיוחד),בתי ספר יסודיים (כולל חינוך מיוחד) /13,17
בתי ספר יסודיים (כולל חינוך מיוחד),בתי ספר יסודיים (כולל חינוך מיוחד) /14,17
בתי ספר יסודיים (כולל חינוך מיוחד),בתי ספר יסודיים (כולל חינוך מיוחד) /15,17
בתי ספר יסודיים (כולל חינוך מיוחד),בתי ספר יסודיים (כולל חינוך מיוחד) /,17
בתי ספר יסודיים (כולל חינוך מיוחד),"בתי ספר יסודיים (כולל חינוך מיוחד) תש""ע /10",17
בתי ספר יסודיים (כולל חינוך מיוחד),בתי ספר יסודיים (כולל חינוך מיוחד),17
"בתי ספר על יסודיים - סה""כ","בתי ספר על יסודיים - סה""כ ( - /)",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על יסודיים - סה""כ ( /)",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על יסודיים - סה""כ /09",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על יסודיים - סה""כ /11",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על יסודיים - סה""כ /12",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על יסודיים - סה""כ /13",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על יסודיים - סה""כ /14",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על יסודיים - סה""כ /15",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על יסודיים - סה""כ /",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על יסודיים - סה""כ תש""ע /10",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על יסודיים - סה""כ",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על-יסודיים - סה""כ /",13
"בתי ספר על יסודיים - סה""כ","בתי ספר על-יסודיים - סה""כ",13
בתי ספר תיכוניים,בתי ספר תיכוניים ( - /),25
בתי ספר תיכוניים,בתי ספר תיכוניים ( /),25
בתי ספר תיכוניים,בתי ספר תיכוניים /09,25
בתי ספר תיכוניים,בתי ספר תיכוניים /11,25
בתי ספר תיכוניים,בתי ספר תיכוניים /12,25
בתי ספר תיכוניים,בתי ספר תיכוניים /13,25
בתי ספר תיכוניים,בתי ספר תיכוניים /14,25
בתי ספר תיכוניים,בתי ספר תיכוניים /15,25
בתי ספר תיכוניים,בתי ספר תיכוניים /,25
בתי ספר תיכוניים,"בתי ספר תיכוניים תש""ע /10",25
בתי ספר תיכוניים,בתי ספר תיכוניים,25
בתי ספר תיכוניים,בתי ספר תיכונים,25
בתי עלמין - אחוז משטח השיפוט,בתי עלמין -אחוז משטח השיפוט,1
"בתי עלמין-שטח בקמ""ר","בתי עלמין-שטח בקמ""ר -",1
בתי צמיחה - אחוז משטח השיפוט,בתי צמיחה -אחוז משטח השיפוט,1
"בתי צמיחה - שטח בקמ""ר","בתי צמיחה-שטח בקמ""ר -",1
גובה מינימום במטרים,גובה מינימום במטרים,1
/גובה מעל פני הים במטרים/מינימלי,גובה מעל פני הים במטרים/טווח הגבהים,3
/גובה מעל פני הים במטרים/מינימלי,גובה מעל פני הים במטרים/ממוצע הגבהים,3
/גובה מעל פני הים במטרים/מינימלי,גובה מעל פני הים במטרים/מקסימלי,3
גובה מקסימום במטרים,גובה מקסימום במטרים,1
גופי מים טבעיים - אחוז משטח השיפוט,גופי מים טבעיים -אחוז משטח השיפוט,1
"גופי מים טבעיים - שטח בקמ""ר","גופי מים טבעיים-שטח בקמ""ר -",1
גופי מים מלאכותיים - אחוז משטח השיפוט,גופי מים מלאכותיים -אחוז משטח השיפוט,1
"גופי מים מלאכותיים - שטח בקמ""ר","גופי מים מלאכותיים-שטח בקמ""ר -",1
מגורים/אחוז מסך כל שטח שיפוט,גידול שדה/אחוז מסך כל שטח שיפוט,15
גידולי שדה - אחוז משטח השיפוט,גידולי שדה -אחוז משטח השיפוט,1
"גידולי שדה - שטח בקמ""ר","גידולי שדה-שטח בקמ""ר -",1
מגורים/אחוז מסך כל שטח שיפוט,גידולי שדה/אחוז מסך כל שטח שיפוט,15
גיל ממוצע של הרכב (שנים),גיל ממוצע של הרכב (שנים),1
גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),1
גיל ממוצע של רכב פרטי (שנים),גיל ממוצע של רכב פרטי (שנים),2
גינון לנוי פארק ציבורי - אחוז משטח השיפוט,גינון לנוי פארק ציבורי -אחוז משטח השיפוט,1
"גינון לנוי פארק ציבורי - שטח בקמ""ר","גינון לנוי פארק ציבורי-שטח בקמ""ר -",1
מגורים/אחוז מסך כל שטח שיפוט,גינון לנוי פארק ציבורי/אחוז מסך כל שטח שיפוט,15
מגורים/אחוז מסך כל שטח שיפוט,"גינון לנוי, פארק ציבורי/אחוז מסך כל שטח שיפוט",15
"גירעון מצטבר בסוף שנה (אלפי ש""ח)","גירעון מצטבר בסוף שנה (אלפי ש""ח)",2
"גירעון מצטבר בסוף שנה (אלפי ש""ח)",גירעון מצטבר בסוף שנה,2
התחלת בנייה/מספר דירות,גמר בנייה/מספר דירות,2
"יוני/התחלה של סלילת כבישים חדשים, הרחבה ושיקום של כבישים/שטח (אלפי מ""ר)","גמר בנייה/שטח (אלפי מ""ר)",4
"התחלת בנייה/שטח למגורים (אלפי מ""ר)","גמר בנייה/שטח למגורים (אלפי מ""ר)",2
גמר בנייה: מספר דירות,גמר בנייה: מספר דירות,1
"גמר בנייה: שטח למגורים (אלפי מ""ר)","גמר בנייה: שטח (אלפי מ""ר) - סה""כ",2
"גמר בנייה: שטח למגורים (אלפי מ""ר)","גמר בנייה: שטח למגורים (אלפי מ""ר)",2
"גמר של הנחת צינורות ביוב (ק""מ)","גמר של הנחת צינורות ביוב (ק""מ)",1
"גמר של הנחת צינורות מים (ק""מ)","גמר של הנחת צינורות מים (ק""מ)",4
"גמר של הנחת צינורות תיעול (ק""מ)","גמר של הנחת צינורות תיעול (ק""מ)",1
"גמר של הרחבה ושיקום של כבישים חדשים - אורך (ק""מ)","גמר של הרחבה ושיקום של כבישים חדשים - אורך (ק""מ)",1
"גמר של הרחבה ושיקום של כבישים חדשים - שטח (אלפי מ""ר)","גמר של הרחבה ושיקום של כבישים חדשים - שטח (אלפי מ""ר)",1
"גמר של סלילת כבישים חדשים - אורך (ק""מ)","גמר של סלילת כבישים חדשים - אורך (ק""מ)",1
"גמר של סלילת כבישים חדשים - שטח (אלפי מ""ר)","גמר של סלילת כבישים חדשים - שטח (אלפי מ""ר)",1
"גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - אורך (ק""מ)",1
"גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)","גמר של סלילת כבישים חדשים, הרחבה ושיקום של כבישים - שטח (אלפי מ""ר)",1
"דמי אבטלה ממוצעים ליום (ש""ח)","דמי אבטלה ממוצעים ליום (ש""ח)",1
דרוזים (אחוז),דרווזים (אחוז),3
דרוזים (אחוז),דרוזים (אחוז),3
מוסלמים (אחוזים מתוך האוכלוסייה הערבית),דרוזים (אחוזים מתוך האוכלוסייה הערבית),3
דרוזים (אחוז),דרוזים (אחוזים),3
הגירה בתוך הרשות המקומית,הגירה בתוך הרשות המקומית,1
"הוצאה לנפש בתקציב הרגיל/ש""ח","הוצאה לנפש בתקציב הרגיל/ש""ח",1
"הוצאות חד פעמיות של הרשות (אלפי ש""ח)","הוצאות חד פעמיות של הרשות (אלפי ש""ח)",1
"הוצאות חד פעמיות של הרשות (ש""ח לנפש)","הוצאות חד פעמיות של הרשות (ש""ח לנפש)",1
הוצאות חד פעמיות של הרשות - אחוז שינוי ריאלי,הוצאות חד פעמיות של הרשות - אחוז שינוי ריאלי לעומת,1
"הוצאות כלליות, השתתפויות והעברות (אלפי ש""ח)","הוצאות כלליות, השתתפויות והעברות (אלפי ש""ח)",2
"הוצאות כלליות, השתתפויות והעברות (אלפי ש""ח)","הוצאות כלליות, השתתפויות והעברות (אלפי ₪)",2
"הוצאות כלליות, השתתפויות והעברות (ש""ח לנפש)","הוצאות כלליות, השתתפויות והעברות (ש""ח לנפש)",2
"הוצאות כלליות, השתתפויות והעברות (ש""ח לנפש)","הוצאות כלליות, השתתפויות והעברות (₪ לנפש)",2
"הוצאות כלליות, השתתפויות והעברות - אחוז שינוי ריאלי","הוצאות כלליות, השתתפויות והעברות - אחוז שינוי ראלי לעומת",2
"הוצאות כלליות, השתתפויות והעברות - אחוז שינוי ריאלי","הוצאות כלליות, השתתפויות והעברות - אחוז שינוי ריאלי לעומת",2
"תשלומים בתקציב הרגיל/הוצאות לפי סוג ההוצאה/הוצאות כלליות, השתתפויות והעברות","הוצאות כלליות, השתתפויות והעברות/אחוז שינוי ראלי לעומת שנה קודמת",2
"תשלומים בתקציב הרגיל/הוצאות לפי סוג ההוצאה/הוצאות כלליות, השתתפויות והעברות","הוצאות כלליות, השתתפויות והעברות/אלפי ש""ח",2
"הוצאות מימון של הרשות (אלפי ש""ח)","הוצאות מימון של הרשות (אלפי ש""ח)",1
"הוצאות מימון של הרשות (ש""ח לנפש)","הוצאות מימון של הרשות (ש""ח לנפש)",1
הוצאות מימון של הרשות - אחוז שינוי ריאלי,הוצאות מימון של הרשות - אחוז שינוי ראלי לעומת,2
הוצאות מימון של הרשות - אחוז שינוי ריאלי,הוצאות מימון של הרשות - אחוז שינוי ריאלי לעומת,2
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הוצאות מימון של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הוצאות מימון של הרשות/אלפי ש""ח",53
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הוצאות של הרשות אחר/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הוצאות של הרשות אחר/אלפי ש""ח",53
"הוצאות של הרשות בתקציב בלתי רגיל - אחר (אלפי ש""ח)","הוצאות של הרשות בתקציב בלתי רגיל - אחר (אלפי ש""ח)",1
"הוצאות של הרשות בתקציב בלתי רגיל - אחר (ש""ח לנפש)","הוצאות של הרשות בתקציב בלתי רגיל - אחר (ש""ח לנפש)",1
הוצאות של הרשות בתקציב בלתי רגיל - אחר - אחוז שינוי ריאלי,הוצאות של הרשות בתקציב בלתי רגיל - אחר - אחוז שינוי ראלי לעומת,2
הוצאות של הרשות בתקציב בלתי רגיל - אחר - אחוז שינוי ריאלי,הוצאות של הרשות בתקציב בלתי רגיל - אחר - אחוז שינוי ריאלי לעומת,2
"הוצאות של הרשות בתקציב בלתי רגיל - העברות (ש""ח לנפש)","הוצאות של הרשות בתקציב בלתי רגיל - העברות (ש""ח לנפש)",1
"הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות (אלפי ש""ח)","הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות (אלפי ש""ח)",1
הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות - אחוז שינוי ריאלי,הוצאות של הרשות בתקציב בלתי רגיל להעברת מלוות - אחוז שינוי ראלי לעומת,1
"הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח (אלפי ש""ח)","הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח (אלפי ש""ח)",2
הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח - אחוז שינוי ריאלי,הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח - אחוז שינוי ראלי לעומת,2
"הוצאות של הרשות בתקציב בלתי רגיל על העברות (אלפי ש""ח)","הוצאות של הרשות בתקציב בלתי רגיל על העברות (אלפי ש""ח)",1
הוצאות של הרשות בתקציב בלתי רגיל על העברות - אחוז שינוי ריאלי לעומת,הוצאות של הרשות בתקציב בלתי רגיל על העברות - אחוז שינוי ריאלי לעומת,1
"הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח (אלפי ש""ח)","הוצאות של הרשות בתקציב בלתי רגיל על עבודות פיתוח (אלפי ש""ח)",2
"הוצאות של הרשות בתקציב בלתי רגיל על עבודות פיתוח (ש""ח לנפש)","הוצאות של הרשות בתקציב בלתי רגיל על עבודות פיתוח (ש""ח לנפש)",1
הוצאות של הרשות בתקציב בלתי רגיל לעבודות פיתוח - אחוז שינוי ריאלי,הוצאות של הרשות בתקציב בלתי רגיל על עבודות פיתוח - אחוז שינוי ריאלי לעומת,2
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הוצאות של הרשות להעברת מלוות/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הוצאות של הרשות להעברת מלוות/אלפי ש""ח",53
"הוצאות של הרשות לחינוך (אלפי ש""ח)","הוצאות של הרשות לחינוך (אלפי ש""ח)",2
"הוצאות של הרשות לחינוך (ש""ח לנפש)","הוצאות של הרשות לחינוך (ש""ח לנפש)",2
הוצאות של הרשות לחינוך - אחוז שינוי ריאלי,הוצאות של הרשות לחינוך - אחוז שינוי ראלי לעומת,3
הוצאות של הרשות לחינוך - אחוז שינוי ריאלי,הוצאות של הרשות לחינוך - אחוז שינוי ריאלי לעומת,3
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הוצאות של הרשות לחינוך/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הוצאות של הרשות לחינוך/אלפי ש""ח",53
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הוצאות של הרשות לעבודות פיתוח/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הוצאות של הרשות לעבודות פיתוח/אלפי ש""ח",53
"הוצאות של הרשות לעלות עבודה לחינוך (אלפי ש""ח)","הוצאות של הרשות לעלות עבודה לחינוך (אלפי ש""ח)",1
הוצאות של הרשות לעלות עבודה לחינוך - אחוז שינוי ריאלי,הוצאות של הרשות לעלות עבודה לחינוך - אחוז שינוי ראלי לעומת,1
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הוצאות של הרשות לעלות עבודה לחינוך/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הוצאות של הרשות לעלות עבודה לחינוך/אלפי ש""ח",53
"הוצאות של הרשות לעלות עבודה לרווחה (אלפי ש""ח)","הוצאות של הרשות לעלות עבודה לרווחה (אלפי ש""ח)",1
הוצאות של הרשות לעלות עבודה לרווחה - אחוז שינוי ריאלי,הוצאות של הרשות לעלות עבודה לרווחה - אחוז שינוי ראלי לעומת,1
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הוצאות של הרשות לעלות עבודה לרווחה/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הוצאות של הרשות לעלות עבודה לרווחה/אלפי ש""ח",53
"הוצאות של הרשות לפירעון מלוות (אלפי ש""ח)","הוצאות של הרשות לפירעון מלוות (אלפי ש""ח)",2
"הוצאות של הרשות לפירעון מלוות (ש""ח לנפש)","הוצאות של הרשות לפירעון מלוות (ש""ח לנפש)",2
הוצאות של הרשות לפירעון מלוות - אחוז שינוי ריאלי,הוצאות של הרשות לפירעון מלוות - אחוז שינוי ראלי לעומת,3
הוצאות של הרשות לפירעון מלוות - אחוז שינוי ריאלי,הוצאות של הרשות לפירעון מלוות - אחוז שינוי ריאלי לעומת,3
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הוצאות של הרשות לפירעון מלוות/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הוצאות של הרשות לפירעון מלוות/אלפי ש""ח",53
"הוצאות של הרשות לפעולות (אלפי ש""ח)","הוצאות של הרשות לפעולות (אלפי ש""ח)",1
"הוצאות של הרשות לפעולות (ש""ח לנפש)","הוצאות של הרשות לפעולות (ש""ח לנפש)",1
הוצאות של הרשות לפעולות - אחוז שינוי ריאלי,הוצאות של הרשות לפעולות - אחוז שינוי ראלי לעומת,2
הוצאות של הרשות לפעולות - אחוז שינוי ריאלי,הוצאות של הרשות לפעולות - אחוז שינוי ריאלי לעומת,2
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הוצאות של הרשות לפעולות/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הוצאות של הרשות לפעולות/אלפי ש""ח",53
"הוצאות של הרשות לרווחה (אלפי ש""ח)","הוצאות של הרשות לרווחה (אלפי ש""ח)",2
"הוצאות של הרשות לרווחה (ש""ח לנפש)","הוצאות של הרשות לרווחה (ש""ח לנפש)",2
הוצאות של הרשות לרווחה - אחוז שינוי ריאלי,הוצאות של הרשות לרווחה - אחוז שינוי ראלי לעומת,3
הוצאות של הרשות לרווחה - אחוז שינוי ריאלי,הוצאות של הרשות לרווחה - אחוז שינוי ריאלי לעומת,3
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הוצאות של הרשות לרווחה/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הוצאות של הרשות לרווחה/אלפי ש""ח",53
"הוצאות של הרשות לרכישת מים (אלפי ש""ח)","הוצאות של הרשות לרכישת מים (אלפי ש""ח)",2
"הוצאות של הרשות לרכישת מים (ש""ח לנפש)","הוצאות של הרשות לרכישת מים (ש""ח לנפש)",2
הוצאות של הרשות לרכישת מים - אחוז שינוי ריאלי,הוצאות של הרשות לרכישת מים - אחוז שינוי ראלי לעומת,3
הוצאות של הרשות לרכישת מים - אחוז שינוי ריאלי,הוצאות של הרשות לרכישת מים - אחוז שינוי ריאלי לעומת,3
סך כולל הכנסות של הרשות/אחוז שינוי ראלי לעומת שנה קודמת,הוצאות של הרשות לרכישת מים/אחוז שינוי ראלי לעומת שנה קודמת,29
"סך כולל הכנסות של הרשות/אלפי ש""ח","הוצאות של הרשות לרכישת מים/אלפי ש""ח",53
"הוצאות של הרשות לשכר ומשכורת לחינוך (אלפי ש""ח)","הוצאות של הרשות לשכר ומשכורת לחינוך (אלפי ש""ח)",2
"הוצאות של הרשות לשכר ומשכורת לחינוך (ש""ח לנפש)","הוצאות של הרשות לשכר ומשכורת לחינוך (ש""ח לנפש)",2
הוצאות של הרשות לשכר ומשכורת לחינוך - אחוז שינוי ריאלי,הוצאות של הרשות לשכר ומשכורת לחינוך - אחוז שינוי ריאלי לעומת,2
"הוצאות של הרשות לשכר ומשכורת לרווחה (אלפי ש""ח)","הוצאות של הרשות לשכר ומשכורת לרווחה (אלפי ש""ח)",2
"הוצאות של הרשות לשכר ומשכורת לרווחה (ש""ח לנפש)","הוצאות של הרשות לשכר ומשכורת לרווחה (ש""ח לנפש)",2
הוצאות של הרשות לשכר ומשכורת לרווחה - אחוז שינוי ריאלי,הוצאות של הרשות לשכר ומשכורת לרווחה - אחוז שינוי ריאלי לעומת,2
"הוצאות של הרשות לחינוך (אלפי ש""ח)","הוצאות של הרשות על חינוך (אלפי ש""ח)",2
"הוצאות של הרשות לחינוך (ש""ח לנפש)","הוצאות של הרשות על חינוך (ש""ח לנפש)",2
הוצאות של הרשות לחינוך - אחוז שינוי ריאלי,הוצאות של הרשות על חינוך - אחוז שינוי ריאלי לעומת,3
"הוצאות של הרשות לפירעון מלוות (אלפי ש""ח)","הוצאות של הרשות על פירעון מלוות (אלפי ש""ח)",2
"הוצאות של הרשות לפירעון מלוות (ש""ח לנפש)","הוצאות של הרשות על פירעון מלוות (ש""ח לנפש)",2
הוצאות של הרשות לפירעון מלוות - אחוז שינוי ריאלי,הוצאות של הרשות על פירעון מלוות - אחוז שינוי ריאלי לעומת,3
"הוצאות של הרשות לרווחה (אלפי ש""ח)","הוצאות של הרשות על רווחה (אלפי ש""ח)",2
"הוצאות של הרשות לרווחה (ש""ח לנפש)","הוצאות של הרשות על רווחה (ש""ח לנפש)",2
הוצאות של הרשות לרווחה - אחוז שינוי ריאלי,הוצאות של הרשות על רווחה - אחוז שינוי ריאלי לעומת,3
"הוצאות של הרשות לרכישת מים (אלפי ש""ח)","הוצאות של הרשות על רכישת מים (אלפי ש""ח)",2
"הוצאות של הרשות לרכישת מים (ש""ח לנפש)","הוצאות של הרשות על רכישת מים (ש""ח לנפש)",2
הוצאות של הרשות לרכישת מים - אחוז שינוי ריאלי,הוצאות של הרשות על רכישת מים - אחוז שינוי ריאלי לעומת,3
"הוצאות של הרשות לשכר ומשכורת לחינוך (אלפי ש""ח)","הוצאות של הרשות על שכר ומשכורת לחינוך (אלפי ש""ח)",2
"הוצאות של הרשות לשכר ומשכורת לחינוך (ש""ח לנפש)","הוצאות של הרשות על שכר ומשכורת לחינוך (ש""ח לנפש)",2
הוצאות של הרשות לשכר ומשכורת לחינוך - אחוז שינוי ריאלי,הוצאות של הרשות על שכר ומשכורת לחינוך - אחוז שינוי ריאלי לעומת,2
"הוצאות של הרשות לשכר ומשכורת לרווחה (אלפי ש""ח)","הוצאות של הרשות על שכר ומשכורת לרווחה (אלפי ש""ח)",2
"הוצאות של הרשות לשכר ומשכורת לרווחה (ש""ח לנפש)","הוצאות של הרשות על שכר ומשכורת לרווחה (ש""ח לנפש)",2
הוצאות של הרשות לשכר ומשכורת לרווחה - אחוז שינוי ריאלי,הוצאות של הרשות על שכר ומשכורת לרווחה - אחוז שינוי ריאלי לעומת,2
"הכנסה חודשית ממוצעת של עצמאי במשך השנה (ש""ח)","הכנסה חודשית ממוצעת של עצמאי במשך השנה (ש""ח)",2
